DATE,PM 2.5,O3,Overall_AQI,Overall_AQI_Category
2020-09-17 03:00:00,28.9,4,86,Moderate
2020-09-17 04:00:00,27.5,4,83,Moderate
2020-09-17 05:00:00,25.5,4,79,Moderate
2020-09-17 06:00:00,21.3,6,70,Moderate
2020-09-17 07:00:00,23.6,7,75,Moderate
2020-09-17 08:00:00,24.3,12,77,Moderate
2020-09-17 09:00:00,26.6,14,81,Moderate
2020-09-17 10:00:00,26.8,20,82,Moderate
2020-09-17 11:00:00,26.9,23,82,Moderate
2020-09-17 12:00:00,28.7,30,86,Moderate
2020-09-17 13:00:00,27.8,32,84,Moderate
2020-09-17 14:00:00,26.6,33,81,Moderate
2020-09-17 15:00:00,27.6,36,84,Moderate
2020-09-17 16:00:00,27.7,31,84,Moderate
2020-09-17 17:00:00,28.7,28,86,Moderate
2020-09-17 18:00:00,29.0,25,87,Moderate
2020-09-17 19:00:00,31.5,25,92,Moderate
2020-09-17 20:00:00,35.1,21,99,Moderate
2020-09-17 21:00:00,35.0,22,99,Moderate
2020-09-17 22:00:00,35.0,19,99,Moderate
2020-09-17 23:00:00,35.8,18,102,Unhealthy for Sensitive Groups
2020-09-18 00:00:00,32.4,17,94,Moderate
2020-09-18 01:00:00,31.1,15,91,Moderate
2020-09-18 02:00:00,31.7,13,92,Moderate
2020-09-18 03:00:00,23.0,16,74,Moderate
2020-09-18 04:00:00,19.0,17,66,Moderate
2020-09-18 05:00:00,18.0,18,63,Moderate
2020-09-18 06:00:00,17.0,20,61,Moderate
2020-09-18 07:00:00,16.5,22,60,Moderate
2020-09-18 08:00:00,17.7,23,63,Moderate
2020-09-18 09:00:00,17.8,22,63,Moderate
2020-09-18 10:00:00,20.4,22,68,Moderate
2020-09-18 11:00:00,19.7,24,67,Moderate
2020-09-18 12:00:00,22.8,27,74,Moderate
2020-09-18 13:00:00,21.4,26,71,Moderate
2020-09-18 14:00:00,22.4,28,73,Moderate
2020-09-18 15:00:00,19.7,29,67,Moderate
2020-09-18 16:00:00,19.5,30,67,Moderate
2020-09-18 17:00:00,19.7,33,67,Moderate
2020-09-18 18:00:00,19.0,31,66,Moderate
2020-09-18 19:00:00,18.6,25,65,Moderate
2020-09-18 20:00:00,19.1,21,66,Moderate
2020-09-18 21:00:00,19.8,18,67,Moderate
2020-09-18 22:00:00,19.5,16,67,Moderate
2020-09-18 23:00:00,20.4,10,68,Moderate
2020-09-19 00:00:00,24.3,11,77,Moderate
2020-09-19 01:00:00,22.8,12,74,Moderate
2020-09-19 02:00:00,22.0,12,72,Moderate
2020-09-19 03:00:00,22.4,9,73,Moderate
2020-09-19 04:00:00,20.7,12,69,Moderate
2020-09-19 05:00:00,19.1,12,66,Moderate
2020-09-19 06:00:00,19.0,8,66,Moderate
2020-09-19 07:00:00,20.6,8,69,Moderate
2020-09-19 08:00:00,22.4,11,73,Moderate
2020-09-19 09:00:00,29.4,13,87,Moderate
2020-09-19 10:00:00,32.2,19,93,Moderate
2020-09-19 11:00:00,30.6,27,90,Moderate
2020-09-19 12:00:00,25.8,33,80,Moderate
2020-09-19 13:00:00,20.9,32,70,Moderate
2020-09-19 14:00:00,20.4,34,68,Moderate
2020-09-19 15:00:00,16.2,35,60,Moderate
2020-09-19 16:00:00,16.1,32,59,Moderate
2020-09-19 17:00:00,16.0,31,59,Moderate
2020-09-19 18:00:00,15.5,27,58,Moderate
2020-09-19 19:00:00,19.2,22,66,Moderate
2020-09-19 20:00:00,20.1,17,68,Moderate
2020-09-19 21:00:00,27.5,13,83,Moderate
2020-09-19 22:00:00,24.2,11,76,Moderate
2020-09-19 23:00:00,27.1,6,83,Moderate
2020-09-20 00:00:00,23.5,6,75,Moderate
2020-09-20 01:00:00,27.7,4,84,Moderate
2020-09-20 02:00:00,24.3,5,77,Moderate
2020-09-20 03:00:00,25.1,4,78,Moderate
2020-09-20 04:00:00,28.1,1,85,Moderate
2020-09-20 05:00:00,29.0,0,87,Moderate
2020-09-20 06:00:00,27.9,0,84,Moderate
2020-09-20 07:00:00,27.1,5,83,Moderate
2020-09-20 08:00:00,28.3,8,85,Moderate
2020-09-20 09:00:00,34.7,13,99,Moderate
2020-09-20 10:00:00,35.3,19,100,Moderate
2020-09-20 11:00:00,35.6,27,101,Unhealthy for Sensitive Groups
2020-09-20 12:00:00,34.8,34,99,Moderate
2020-09-20 13:00:00,27.4,33,83,Moderate
2020-09-20 14:00:00,17.7,31,63,Moderate
2020-09-20 15:00:00,11.8,33,49,Good
2020-09-20 16:00:00,15.4,34,58,Moderate
2020-09-20 17:00:00,15.7,32,59,Moderate
2020-09-20 18:00:00,15.3,27,58,Moderate
2020-09-20 19:00:00,16.6,23,60,Moderate
2020-09-20 20:00:00,22.8,18,74,Moderate
2020-09-20 21:00:00,25.4,14,79,Moderate
2020-09-20 22:00:00,22.2,10,72,Moderate
2020-09-20 23:00:00,22.1,6,72,Moderate
2020-09-21 00:00:00,24.5,3,77,Moderate
2020-09-21 01:00:00,23.7,3,75,Moderate
2020-09-21 02:00:00,21.3,4,70,Moderate
2020-09-21 03:00:00,15.6,6,58,Moderate
2020-09-21 04:00:00,14.3,2,56,Moderate
2020-09-21 05:00:00,17.6,0,63,Moderate
2020-09-21 06:00:00,14.8,1,57,Moderate
2020-09-21 07:00:00,15.9,8,59,Moderate
2020-09-21 08:00:00,19.9,10,67,Moderate
2020-09-21 09:00:00,19.9,12,67,Moderate
2020-09-21 10:00:00,19.9,14,67,Moderate
2020-09-21 11:00:00,18.2,18,64,Moderate
2020-09-21 12:00:00,18.6,22,65,Moderate
2020-09-21 13:00:00,14.7,25,56,Moderate
2020-09-21 14:00:00,10.7,28,45,Good
2020-09-21 15:00:00,10.3,23,43,Good
2020-09-21 16:00:00,9.6,14,40,Good
2020-09-21 17:00:00,11.8,8,49,Good
2020-09-21 18:00:00,14.9,6,57,Moderate
2020-09-21 19:00:00,15.9,0,59,Moderate
2020-09-21 20:00:00,17.9,1,63,Moderate
2020-09-21 21:00:00,18.4,2,64,Moderate
2020-09-21 22:00:00,20.7,2,69,Moderate
2020-09-21 23:00:00,24.3,0,77,Moderate
2020-09-22 00:00:00,21.6,0,71,Moderate
2020-09-22 01:00:00,19.3,0,66,Moderate
2020-09-22 02:00:00,18.6,3,65,Moderate
2020-09-22 03:00:00,13.3,5,54,Moderate
2020-09-22 04:00:00,14.1,4,55,Moderate
2020-09-22 05:00:00,14.0,1,55,Moderate
2020-09-22 06:00:00,13.5,2,54,Moderate
2020-09-22 07:00:00,16.2,3,60,Moderate
2020-09-22 08:00:00,19.1,7,66,Moderate
2020-09-22 09:00:00,22.0,13,72,Moderate
2020-09-22 10:00:00,25.5,15,79,Moderate
2020-09-22 11:00:00,24.7,24,77,Moderate
2020-09-22 12:00:00,27.8,28,84,Moderate
2020-09-22 13:00:00,22.9,29,74,Moderate
2020-09-22 14:00:00,17.9,22,63,Moderate
2020-09-22 15:00:00,13.4,23,54,Moderate
2020-09-22 16:00:00,12.7,20,52,Moderate
2020-09-22 17:00:00,14.3,15,56,Moderate
2020-09-22 18:00:00,16.1,7,59,Moderate
2020-09-22 19:00:00,15.0,4,57,Moderate
2020-09-22 20:00:00,14.0,2,55,Moderate
2020-09-22 21:00:00,15.0,2,57,Moderate
2020-09-22 22:00:00,13.5,0,54,Moderate
2020-09-22 23:00:00,11.7,0,49,Good
2020-09-23 00:00:00,9.8,0,41,Good
2020-09-23 01:00:00,7.9,1,33,Good
2020-09-23 02:00:00,4.9,1,20,Good
2020-09-23 03:00:00,2.4,2,10,Good
2020-09-23 04:00:00,2.7,3,11,Good
2020-09-23 05:00:00,3.8,8,16,Good
2020-09-23 06:00:00,2.9,9,12,Good
2020-09-23 07:00:00,2.4,11,10,Good
2020-09-23 08:00:00,3.2,13,13,Good
2020-09-23 09:00:00,7.1,14,30,Good
2020-09-23 10:00:00,8.0,13,33,Good
2020-09-23 11:00:00,8.5,10,35,Good
2020-09-23 12:00:00,6.7,10,28,Good
2020-09-23 13:00:00,6.3,9,26,Good
2020-09-23 14:00:00,8.1,10,34,Good
2020-09-23 15:00:00,7.5,11,31,Good
2020-09-23 16:00:00,5.7,8,24,Good
2020-09-23 17:00:00,4.3,7,18,Good
2020-09-23 18:00:00,4.1,7,17,Good
2020-09-23 19:00:00,5.6,7,23,Good
2020-09-23 20:00:00,7.8,9,32,Good
2020-09-23 21:00:00,9.9,7,41,Good
2020-09-23 22:00:00,11.4,6,48,Good
2020-09-23 23:00:00,10.2,5,42,Good
2020-09-24 00:00:00,8.6,4,36,Good
2020-09-24 01:00:00,7.3,5,30,Good
2020-09-24 02:00:00,4.6,6,19,Good
2020-09-24 03:00:00,1.8,5,8,Good
2020-09-24 04:00:00,0.9,7,6,Good
2020-09-24 05:00:00,1.4,8,7,Good
2020-09-24 06:00:00,1.7,7,7,Good
2020-09-24 07:00:00,1.8,7,8,Good
2020-09-24 08:00:00,3.4,9,14,Good
2020-09-24 09:00:00,5.7,11,24,Good
2020-09-24 10:00:00,8.3,11,35,Good
2020-09-24 11:00:00,13.1,11,53,Moderate
2020-09-24 12:00:00,15.5,9,58,Moderate
2020-09-24 13:00:00,12.2,10,51,Moderate
2020-09-24 14:00:00,11.1,9,46,Good
2020-09-24 15:00:00,8.5,8,35,Good
2020-09-24 16:00:00,12.2,7,51,Moderate
2020-09-24 17:00:00,10.6,7,44,Good
2020-09-24 18:00:00,16.3,4,60,Moderate
2020-09-24 19:00:00,16.6,3,60,Moderate
2020-09-24 20:00:00,13.8,3,55,Moderate
2020-09-24 21:00:00,15.4,2,58,Moderate
2020-09-24 22:00:00,13.2,2,53,Moderate
2020-09-24 23:00:00,11.1,4,46,Good
2020-09-25 00:00:00,8.0,6,33,Good
2020-09-25 01:00:00,5.5,4,23,Good
2020-09-25 02:00:00,5.2,4,22,Good
2020-09-25 03:00:00,4.1,7,17,Good
2020-09-25 04:00:00,2.0,9,8,Good
2020-09-25 05:00:00,1.5,9,8,Good
2020-09-25 06:00:00,1.7,7,7,Good
2020-09-25 07:00:00,5.3,8,22,Good
2020-09-25 08:00:00,8.1,8,34,Good
2020-09-25 09:00:00,14.0,11,55,Moderate
2020-09-25 10:00:00,14.5,17,56,Moderate
2020-09-25 11:00:00,14.7,25,56,Moderate
2020-09-25 12:00:00,8.3,14,35,Good
2020-09-25 13:00:00,6.6,20,28,Good
2020-09-25 14:00:00,5.3,20,22,Good
2020-09-25 15:00:00,4.6,20,19,Good
2020-09-25 16:00:00,3.3,18,17,Good
2020-09-25 17:00:00,3.6,18,17,Good
2020-09-25 18:00:00,4.8,17,20,Good
2020-09-25 19:00:00,5.4,15,22,Good
2020-09-25 20:00:00,6.7,14,28,Good
2020-09-25 21:00:00,7.8,13,32,Good
2020-09-25 22:00:00,6.9,12,29,Good
2020-09-25 23:00:00,9.9,9,41,Good
2020-09-26 00:00:00,8.9,12,37,Good
2020-09-26 01:00:00,5.4,13,22,Good
2020-09-26 02:00:00,2.2,13,12,Good
2020-09-26 03:00:00,2.6,11,11,Good
2020-09-26 04:00:00,1.8,7,8,Good
2020-09-26 05:00:00,1.9,7,8,Good
2020-09-26 06:00:00,2.4,8,10,Good
2020-09-26 07:00:00,5.2,8,22,Good
2020-09-26 08:00:00,8.1,12,34,Good
2020-09-26 09:00:00,13.0,15,53,Moderate
2020-09-26 10:00:00,13.5,19,54,Moderate
2020-09-26 11:00:00,12.7,21,52,Moderate
2020-09-26 12:00:00,14.8,29,57,Moderate
2020-09-26 13:00:00,9.4,24,39,Good
2020-09-26 14:00:00,6.2,31,29,Good
2020-09-26 15:00:00,4.6,28,26,Good
2020-09-26 16:00:00,3.8,25,23,Good
2020-09-26 17:00:00,3.9,20,19,Good
2020-09-26 18:00:00,5.4,19,22,Good
2020-09-26 19:00:00,9.2,20,38,Good
2020-09-26 20:00:00,11.6,18,48,Good
2020-09-26 21:00:00,10.8,19,45,Good
2020-09-26 22:00:00,7.9,18,33,Good
2020-09-26 23:00:00,13.4,12,54,Moderate
2020-09-27 00:00:00,13.2,14,53,Moderate
2020-09-27 01:00:00,15.1,11,57,Moderate
2020-09-27 02:00:00,14.5,9,56,Moderate
2020-09-27 03:00:00,12.7,12,52,Moderate
2020-09-27 04:00:00,12.3,9,51,Moderate
2020-09-27 05:00:00,11.6,8,48,Good
2020-09-27 06:00:00,9.3,14,39,Good
2020-09-27 07:00:00,8.6,16,36,Good
2020-09-27 08:00:00,14.3,16,56,Moderate
2020-09-27 09:00:00,16.1,24,59,Moderate
2020-09-27 10:00:00,17.0,28,61,Moderate
2020-09-27 11:00:00,14.0,25,55,Moderate
2020-09-27 12:00:00,11.5,23,48,Good
2020-09-27 13:00:00,8.7,25,36,Good
2020-09-27 14:00:00,7.3,27,30,Good
2020-09-27 15:00:00,5.6,26,24,Good
2020-09-27 16:00:00,4.8,25,23,Good
2020-09-27 17:00:00,4.9,24,22,Good
2020-09-27 18:00:00,6.9,22,29,Good
2020-09-27 19:00:00,8.4,20,35,Good
2020-09-27 20:00:00,11.7,17,49,Good
2020-09-27 21:00:00,12.3,17,51,Moderate
2020-09-27 22:00:00,15.6,14,58,Moderate
2020-09-27 23:00:00,14.3,15,56,Moderate
2020-09-28 00:00:00,15.6,14,58,Moderate
2020-09-28 01:00:00,15.3,14,58,Moderate
2020-09-28 02:00:00,15.6,13,58,Moderate
2020-09-28 03:00:00,15.3,11,58,Moderate
2020-09-28 04:00:00,15.1,8,57,Moderate
2020-09-28 05:00:00,14.0,6,55,Moderate
2020-09-28 06:00:00,12.6,6,52,Moderate
2020-09-28 07:00:00,13.3,8,54,Moderate
2020-09-28 08:00:00,17.6,12,63,Moderate
2020-09-28 09:00:00,17.8,18,63,Moderate
2020-09-28 10:00:00,17.4,20,62,Moderate
2020-09-28 11:00:00,15.2,21,58,Moderate
2020-09-28 12:00:00,13.6,26,54,Moderate
2020-09-28 13:00:00,12.3,29,51,Moderate
2020-09-28 14:00:00,11.1,30,46,Good
2020-09-28 15:00:00,11.0,28,46,Good
2020-09-28 16:00:00,12.0,27,50,Good
2020-09-28 17:00:00,13.5,25,54,Moderate
2020-09-28 18:00:00,16.7,25,61,Moderate
2020-09-28 19:00:00,18.8,25,65,Moderate
2020-09-28 20:00:00,19.4,22,66,Moderate
2020-09-28 21:00:00,20.7,21,69,Moderate
2020-09-28 22:00:00,20.8,19,69,Moderate
2020-09-28 23:00:00,25.4,15,79,Moderate
2020-09-29 00:00:00,25.2,10,79,Moderate
2020-09-29 01:00:00,23.1,5,74,Moderate
2020-09-29 02:00:00,23.5,3,75,Moderate
2020-09-29 03:00:00,22.2,4,72,Moderate
2020-09-29 04:00:00,21.1,5,70,Moderate
2020-09-29 05:00:00,21.5,4,71,Moderate
2020-09-29 06:00:00,22.0,6,72,Moderate
2020-09-29 07:00:00,23.6,9,75,Moderate
2020-09-29 08:00:00,26.3,11,81,Moderate
2020-09-29 09:00:00,25.8,16,80,Moderate
2020-09-29 10:00:00,27.3,17,83,Moderate
2020-09-29 11:00:00,25.8,28,80,Moderate
2020-09-29 12:00:00,25.1,34,78,Moderate
2020-09-29 13:00:00,22.0,37,72,Moderate
2020-09-29 14:00:00,19.6,36,67,Moderate
2020-09-29 15:00:00,16.0,38,59,Moderate
2020-09-29 16:00:00,17.0,30,61,Moderate
2020-09-29 17:00:00,19.5,26,67,Moderate
2020-09-29 18:00:00,22.2,22,72,Moderate
2020-09-29 19:00:00,22.1,24,72,Moderate
2020-09-29 20:00:00,23.5,18,75,Moderate
2020-09-29 21:00:00,22.7,20,73,Moderate
2020-09-29 22:00:00,23.8,16,76,Moderate
2020-09-29 23:00:00,23.4,16,75,Moderate
2020-09-30 00:00:00,28.2,13,85,Moderate
2020-09-30 01:00:00,27.6,13,84,Moderate
2020-09-30 02:00:00,26.3,9,81,Moderate
2020-09-30 03:00:00,25.7,6,80,Moderate
2020-09-30 04:00:00,28.2,5,85,Moderate
2020-09-30 05:00:00,28.5,4,85,Moderate
2020-09-30 06:00:00,27.0,8,82,Moderate
2020-09-30 07:00:00,27.0,8,82,Moderate
2020-09-30 08:00:00,31.0,14,91,Moderate
2020-09-30 09:00:00,30.7,18,90,Moderate
2020-09-30 10:00:00,28.9,21,86,Moderate
2020-09-30 11:00:00,29.3,27,87,Moderate
2020-09-30 12:00:00,28.8,34,86,Moderate
2020-09-30 13:00:00,28.1,36,85,Moderate
2020-09-30 14:00:00,26.6,37,81,Moderate
2020-09-30 15:00:00,25.6,38,79,Moderate
2020-09-30 16:00:00,22.0,35,72,Moderate
2020-09-30 17:00:00,23.0,33,74,Moderate
2020-09-30 18:00:00,27.8,30,84,Moderate
2020-09-30 19:00:00,31.3,27,91,Moderate
2020-09-30 20:00:00,36.2,24,103,Unhealthy for Sensitive Groups
2020-09-30 21:00:00,35.6,23,101,Unhealthy for Sensitive Groups
2020-09-30 22:00:00,35.3,21,100,Moderate
2020-09-30 23:00:00,37.6,18,106,Unhealthy for Sensitive Groups
2020-10-01 00:00:00,39.3,16,110,Unhealthy for Sensitive Groups
2020-10-01 01:00:00,36.6,15,104,Unhealthy for Sensitive Groups
2020-10-01 02:00:00,38.8,11,109,Unhealthy for Sensitive Groups
2020-10-01 03:00:00,36.4,11,103,Unhealthy for Sensitive Groups
2020-10-01 04:00:00,36.3,10,103,Unhealthy for Sensitive Groups
2020-10-01 05:00:00,35.7,10,101,Unhealthy for Sensitive Groups
2020-10-01 06:00:00,36.2,10,103,Unhealthy for Sensitive Groups
2020-10-01 07:00:00,34.0,12,97,Moderate
2020-10-01 08:00:00,35.7,16,101,Unhealthy for Sensitive Groups
2020-10-01 09:00:00,40.7,20,114,Unhealthy for Sensitive Groups
2020-10-01 10:00:00,41.2,26,115,Unhealthy for Sensitive Groups
2020-10-01 11:00:00,41.9,29,117,Unhealthy for Sensitive Groups
2020-10-01 12:00:00,34.8,29,99,Moderate
2020-10-01 13:00:00,26.6,29,81,Moderate
2020-10-01 14:00:00,23.8,33,76,Moderate
2020-10-01 15:00:00,26.4,32,81,Moderate
2020-10-01 16:00:00,28.2,31,85,Moderate
2020-10-01 17:00:00,31.6,31,92,Moderate
2020-10-01 18:00:00,32.8,31,95,Moderate
2020-10-01 19:00:00,35.9,24,102,Unhealthy for Sensitive Groups
2020-10-01 20:00:00,36.9,21,104,Unhealthy for Sensitive Groups
2020-10-01 21:00:00,33.4,19,96,Moderate
2020-10-01 22:00:00,33.2,16,95,Moderate
2020-10-01 23:00:00,37.1,12,105,Unhealthy for Sensitive Groups
2020-10-02 00:00:00,39.5,10,111,Unhealthy for Sensitive Groups
2020-10-02 01:00:00,42.2,9,117,Unhealthy for Sensitive Groups
2020-10-02 02:00:00,39.7,10,111,Unhealthy for Sensitive Groups
2020-10-02 03:00:00,38.1,8,107,Unhealthy for Sensitive Groups
2020-10-02 04:00:00,36.0,7,102,Unhealthy for Sensitive Groups
2020-10-02 05:00:00,34.3,7,98,Moderate
2020-10-02 06:00:00,35.5,9,101,Unhealthy for Sensitive Groups
2020-10-02 07:00:00,39.6,10,111,Unhealthy for Sensitive Groups
2020-10-02 08:00:00,40.1,13,112,Unhealthy for Sensitive Groups
2020-10-02 09:00:00,40.7,19,114,Unhealthy for Sensitive Groups
2020-10-02 10:00:00,35.1,19,99,Moderate
2020-10-02 11:00:00,32.1,22,93,Moderate
2020-10-02 12:00:00,31.2,26,91,Moderate
2020-10-02 13:00:00,26.2,27,81,Moderate
2020-10-02 14:00:00,24.1,33,76,Moderate
2020-10-02 15:00:00,25.0,35,78,Moderate
2020-10-02 16:00:00,30.0,33,89,Moderate
2020-10-02 17:00:00,33.5,31,96,Moderate
2020-10-02 18:00:00,33.7,30,96,Moderate
2020-10-02 19:00:00,36.1,27,102,Unhealthy for Sensitive Groups
2020-10-02 20:00:00,37.0,26,105,Unhealthy for Sensitive Groups
2020-10-02 21:00:00,36.8,23,104,Unhealthy for Sensitive Groups
2020-10-02 22:00:00,36.4,22,103,Unhealthy for Sensitive Groups
2020-10-02 23:00:00,37.1,19,105,Unhealthy for Sensitive Groups
2020-10-03 00:00:00,41.1,16,115,Unhealthy for Sensitive Groups
2020-10-03 01:00:00,39.5,14,111,Unhealthy for Sensitive Groups
2020-10-03 02:00:00,36.2,14,103,Unhealthy for Sensitive Groups
2020-10-03 03:00:00,36.3,8,103,Unhealthy for Sensitive Groups
2020-10-03 04:00:00,34.1,6,97,Moderate
2020-10-03 05:00:00,33.3,5,96,Moderate
2020-10-03 06:00:00,33.9,7,97,Moderate
2020-10-03 07:00:00,41.4,7,116,Unhealthy for Sensitive Groups
2020-10-03 08:00:00,42.1,15,117,Unhealthy for Sensitive Groups
2020-10-03 09:00:00,44.1,20,122,Unhealthy for Sensitive Groups
2020-10-03 10:00:00,42.8,27,119,Unhealthy for Sensitive Groups
2020-10-03 11:00:00,41.2,34,115,Unhealthy for Sensitive Groups
2020-10-03 12:00:00,38.1,40,107,Unhealthy for Sensitive Groups
2020-10-03 13:00:00,35.5,40,101,Unhealthy for Sensitive Groups
2020-10-03 14:00:00,28.3,40,85,Moderate
2020-10-03 15:00:00,27.1,40,83,Moderate
2020-10-03 16:00:00,25.0,34,78,Moderate
2020-10-03 17:00:00,27.5,30,83,Moderate
2020-10-03 18:00:00,30.7,26,90,Moderate
2020-10-03 19:00:00,33.8,26,97,Moderate
2020-10-03 20:00:00,34.9,24,99,Moderate
2020-10-03 21:00:00,35.7,20,101,Unhealthy for Sensitive Groups
2020-10-03 22:00:00,34.0,16,97,Moderate
2020-10-03 23:00:00,34.3,15,98,Moderate
2020-10-04 00:00:00,35.4,14,100,Moderate
2020-10-04 01:00:00,35.2,14,100,Moderate
2020-10-04 02:00:00,32.1,14,93,Moderate
2020-10-04 03:00:00,30.5,13,90,Moderate
2020-10-04 04:00:00,30.8,15,90,Moderate
2020-10-04 05:00:00,31.1,15,91,Moderate
2020-10-04 06:00:00,30.8,17,90,Moderate
2020-10-04 07:00:00,31.6,17,92,Moderate
2020-10-04 08:00:00,32.8,19,95,Moderate
2020-10-04 09:00:00,35.3,22,100,Moderate
2020-10-04 10:00:00,35.5,25,101,Unhealthy for Sensitive Groups
2020-10-04 11:00:00,36.0,28,102,Unhealthy for Sensitive Groups
2020-10-04 12:00:00,36.6,35,104,Unhealthy for Sensitive Groups
2020-10-04 13:00:00,30.3,31,89,Moderate
2020-10-04 14:00:00,30.6,37,90,Moderate
2020-10-04 15:00:00,29.0,32,87,Moderate
2020-10-04 16:00:00,28.1,30,85,Moderate
2020-10-04 17:00:00,26.2,28,81,Moderate
2020-10-04 18:00:00,26.5,29,81,Moderate
2020-10-04 19:00:00,26.7,28,82,Moderate
2020-10-04 20:00:00,26.8,25,82,Moderate
2020-10-04 21:00:00,25.6,23,79,Moderate
2020-10-04 22:00:00,26.2,17,81,Moderate
2020-10-04 23:00:00,26.1,16,80,Moderate
2020-10-05 00:00:00,27.9,13,84,Moderate
2020-10-05 01:00:00,27.5,10,83,Moderate
2020-10-05 02:00:00,26.6,8,81,Moderate
2020-10-05 03:00:00,25.9,7,80,Moderate
2020-10-05 04:00:00,25.0,4,78,Moderate
2020-10-05 05:00:00,23.4,5,75,Moderate
2020-10-05 06:00:00,24.9,7,78,Moderate
2020-10-05 07:00:00,26.7,10,82,Moderate
2020-10-05 08:00:00,32.0,14,93,Moderate
2020-10-05 09:00:00,36.7,18,104,Unhealthy for Sensitive Groups
2020-10-05 10:00:00,37.3,23,105,Unhealthy for Sensitive Groups
2020-10-05 11:00:00,34.7,30,99,Moderate
2020-10-05 12:00:00,33.4,35,96,Moderate
2020-10-05 13:00:00,26.1,34,80,Moderate
2020-10-05 14:00:00,23.5,38,75,Moderate
2020-10-05 15:00:00,22.7,36,73,Moderate
2020-10-05 16:00:00,25.3,31,79,Moderate
2020-10-05 17:00:00,25.1,25,78,Moderate
2020-10-05 18:00:00,26.0,26,80,Moderate
2020-10-05 19:00:00,28.0,22,84,Moderate
2020-10-05 20:00:00,29.0,20,87,Moderate
2020-10-05 21:00:00,31.0,16,91,Moderate
2020-10-05 22:00:00,29.4,14,87,Moderate
2020-10-05 23:00:00,31.4,11,92,Moderate
2020-10-06 00:00:00,31.2,11,91,Moderate
2020-10-06 01:00:00,33.7,7,96,Moderate
2020-10-06 02:00:00,30.8,6,90,Moderate
2020-10-06 03:00:00,29.3,6,87,Moderate
2020-10-06 04:00:00,26.1,4,80,Moderate
2020-10-06 05:00:00,26.0,7,80,Moderate
2020-10-06 06:00:00,26.8,7,82,Moderate
2020-10-06 07:00:00,28.9,11,86,Moderate
2020-10-06 08:00:00,38.6,15,109,Unhealthy for Sensitive Groups
2020-10-06 09:00:00,45.3,20,125,Unhealthy for Sensitive Groups
2020-10-06 10:00:00,43.1,24,120,Unhealthy for Sensitive Groups
2020-10-06 11:00:00,39.5,26,111,Unhealthy for Sensitive Groups
2020-10-06 12:00:00,37.7,34,106,Unhealthy for Sensitive Groups
2020-10-06 13:00:00,30.3,34,89,Moderate
2020-10-06 14:00:00,24.6,34,77,Moderate
2020-10-06 15:00:00,21.3,36,70,Moderate
2020-10-06 16:00:00,22.1,34,72,Moderate
2020-10-06 17:00:00,22.0,30,72,Moderate
2020-10-06 18:00:00,25.5,29,79,Moderate
2020-10-06 19:00:00,25.7,28,80,Moderate
2020-10-06 20:00:00,29.8,24,88,Moderate
2020-10-06 21:00:00,31.9,20,93,Moderate
2020-10-06 22:00:00,31.4,17,92,Moderate
2020-10-06 23:00:00,35.2,14,100,Moderate
2020-10-07 00:00:00,33.6,10,96,Moderate
2020-10-07 01:00:00,34.8,8,99,Moderate
2020-10-07 02:00:00,30.9,7,91,Moderate
2020-10-07 03:00:00,28.5,4,85,Moderate
2020-10-07 04:00:00,24.9,4,78,Moderate
2020-10-07 05:00:00,24.9,4,78,Moderate
2020-10-07 06:00:00,25.4,6,79,Moderate
2020-10-07 07:00:00,28.9,11,86,Moderate
2020-10-07 08:00:00,29.8,16,88,Moderate
2020-10-07 09:00:00,31.7,22,92,Moderate
2020-10-07 10:00:00,30.9,27,91,Moderate
2020-10-07 11:00:00,31.3,32,91,Moderate
2020-10-07 12:00:00,31.1,36,91,Moderate
2020-10-07 13:00:00,28.7,39,86,Moderate
2020-10-07 14:00:00,23.4,38,75,Moderate
2020-10-07 15:00:00,18.0,37,63,Moderate
2020-10-07 16:00:00,17.5,36,62,Moderate
2020-10-07 17:00:00,20.2,31,68,Moderate
2020-10-07 18:00:00,20.1,29,68,Moderate
2020-10-07 19:00:00,24.0,22,76,Moderate
2020-10-07 20:00:00,28.5,19,85,Moderate
2020-10-07 21:00:00,33.7,13,96,Moderate
2020-10-07 22:00:00,41.3,7,115,Unhealthy for Sensitive Groups
2020-10-07 23:00:00,39.1,6,110,Unhealthy for Sensitive Groups
2020-10-08 00:00:00,38.0,7,107,Unhealthy for Sensitive Groups
2020-10-08 01:00:00,29.0,5,87,Moderate
2020-10-08 02:00:00,25.5,6,79,Moderate
2020-10-08 03:00:00,25.2,6,79,Moderate
2020-10-08 04:00:00,24.6,5,77,Moderate
2020-10-08 05:00:00,23.8,5,76,Moderate
2020-10-08 06:00:00,24.9,7,78,Moderate
2020-10-08 07:00:00,28.9,10,86,Moderate
2020-10-08 08:00:00,29.9,16,88,Moderate
2020-10-08 09:00:00,37.4,22,106,Unhealthy for Sensitive Groups
2020-10-08 10:00:00,39.7,29,111,Unhealthy for Sensitive Groups
2020-10-08 11:00:00,39.8,33,112,Unhealthy for Sensitive Groups
2020-10-08 12:00:00,25.4,32,79,Moderate
2020-10-08 13:00:00,18.2,33,64,Moderate
2020-10-08 14:00:00,13.6,37,54,Moderate
2020-10-08 15:00:00,13.3,35,54,Moderate
2020-10-08 16:00:00,14.1,32,55,Moderate
2020-10-08 17:00:00,15.5,30,58,Moderate
